Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross (In Millions),Metascore,Votes
Dances with Wolves,1990,"Adventure,Drama,Western",8,181,184.21 ,72,"265,130"
The Chronicles of Narnia: Prince Caspian,2008,"Action,Adventure,Family",6.5,150,141.62 ,62,"210,925"
Sex and the City,2008,"Comedy,Drama,Romance",5.7,145,152.65 ,53,"122,626"
The Mummy,1999,"Action,Adventure,Fantasy",7.1,124,155.25 ,48,"428,601"
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure,Family,Fantasy",6.3,113,104.39 ,53,"154,816"
Jason Bourne,2016,"Action,Thriller",6.6,123,162.43 ,58,"227,583"
The Wolverine,2013,"Action,Sci-Fi",6.7,126,132.56 ,61,"465,995"
Kingsman: The Secret Service,2014,"Action,Adventure,Comedy",7.7,129,128.26 ,60,"664,004"
Night at the Museum: Battle of the Smithsonian,2009,"Adventure,Comedy,Family",6,105,177.24 ,42,"196,802"
Batman,1989,"Action,Adventure",7.5,126,251.19 ,69,"376,730"
The Bodyguard,1992,"Action,Drama,Music",6.3,129,121.95 ,39,"134,840"
Pacific Rim,2013,"Action,Adventure,Sci-Fi",6.9,131,101.80 ,65,"500,987"
Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.7,141,100.23 ,44,"326,293"
The Mummy,2017,"Action,Adventure,Fantasy",5.4,111,80.10 ,34,"190,176"
Sing 2,2021,"Animation,Adventure,Comedy",7.4,110,162.79 ,49,"66,528"
Ice Age: Collision Course,2016,"Animation,Adventure,Comedy",5.6,94,64.06 ,34,"67,153"
Twilight,2008,"Drama,Fantasy,Romance",5.3,122,191.47 ,56,"460,735"
Signs,2002,"Drama,Mystery,Sci-Fi",6.8,106,227.97 ,59,"363,169"
X2,2003,"Action,Adventure,Sci-Fi",7.4,134,214.95 ,68,"549,360"
Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,122,85.71 ,53,"266,360"
The Mummy: Tomb of the Dragon Emperor,2008,"Action,Adventure,Fantasy",5.2,112,102.49 ,31,"161,456"
Prometheus,2012,"Adventure,Mystery,Sci-Fi",7,124,126.48 ,64,"608,177"
Gone with the Wind,1939,"Drama,Romance,War",8.2,238,198.68 ,97,"314,964"
Mamma Mia! Here We Go Again,2018,"Comedy,Musical,Romance",6.6,114,120.63 ,60,"95,422"
Eternals,2021,"Action,Adventure,Fantasy",6.3,156,164.87 ,52,"335,050"
Dune: Part One,2021,"Action,Adventure,Drama",8,155,108.33 ,74,"618,157"
Tron,2010,"Action,Adventure,Sci-Fi",6.8,125,172.06 ,49,"337,056"
Mission: Impossible III,2006,"Action,Adventure,Thriller",6.9,126,134.03 ,66,"356,861"
Snow White and the Huntsman,2012,"Action,Adventure,Drama",6.1,127,155.33 ,57,"290,046"
Grease,1978,"Comedy,Musical,Romance",7.2,110,188.76 ,70,"276,124"
Toy Story,1995,"Animation,Adventure,Comedy",8.3,81,191.80 ,95,"985,902"
Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,135,213.77 ,62,"344,300"
The Wolf of Wall Street,2013,"Biography,Comedy,Crime",8.2,180,116.90 ,75,"1,387,132"
Superman Returns,2006,"Action,Adventure,Sci-Fi",6.1,154,200.08 ,72,"283,488"
Robin Hood: Prince of Thieves,1991,"Action,Adventure,Drama",6.9,143,165.50 ,51,"194,169"
Raiders of the Lost Ark,1981,"Action,Adventure",8.4,115,248.16 ,85,"959,488"
Independence Day: Resurgence,2016,"Action,Adventure,Sci-Fi",5.2,120,103.14 ,32,"179,948"
Live Free or Die Hard,2007,"Action,Thriller",7.1,128,134.53 ,69,"406,071"
Zhuo yao ji,2015,"Adventure,Comedy,Fantasy",6.1,117,0.02 ,53,"5,315"
Godzilla: King of the Monsters,2019,"Action,Adventure,Fantasy",6,132,110.50 ,48,"182,174"
Home,2015,"Animation,Adventure,Comedy",6.6,94,177.40 ,55,"103,018"
Star Trek,2009,"Action,Adventure,Sci-Fi",7.9,127,257.73 ,82,"603,062"
1917,2019,"Action,Drama,War",8.2,119,159.23 ,78,"577,650"
Happy Feet,2006,"Animation,Adventure,Comedy",6.4,108,198.00 ,77,"186,413"
Cars 3,2017,"Animation,Adventure,Comedy",6.7,102,152.90 ,59,"100,026"
Back to the Future,1985,"Adventure,Comedy,Sci-Fi",8.5,116,210.61 ,87,"1,190,884"
Ice Age,2002,"Animation,Adventure,Comedy",7.5,81,176.39 ,61,"481,438"
Fifty Shades Darker,2017,"Drama,Romance,Thriller",4.5,118,114.38 ,33,"103,004"
Monsters vs. Aliens,2009,"Animation,Action,Adventure",6.4,94,198.35 ,56,"162,665"
Black Widow,2021,"Action,Adventure,Sci-Fi",6.7,134,183.65 ,67,"371,644"
Godzilla,1998,"Action,Sci-Fi,Thriller",5.4,139,136.31 ,32,"194,147"
True Lies,1994,"Action,Comedy,Thriller",7.3,141,146.28 ,63,"258,633"
Slumdog Millionaire,2008,"Crime,Drama,Romance",8,120,141.32 ,84,"842,587"
Taken 2,2012,"Action,Crime,Thriller",6.2,92,139.85 ,45,"307,350"
G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",5.7,110,122.52 ,41,"181,977"
Mad Max: Fury Road,2015,"Action,Adventure,Sci-Fi",8.1,120,154.06 ,90,"993,196"
Spider-Man: Into the Spider-Verse,2018,"Animation,Action,Adventure",8.4,117,190.24 ,87,"518,339"
Shark Tale,2004,"Animation,Adventure,Comedy",6,90,160.86 ,48,"183,622"
Once Upon a Time... in Hollywood,2019,"Comedy,Drama",7.6,161,142.50 ,83,"723,753"
What Women Want,2000,"Comedy,Fantasy,Romance",6.4,127,182.81 ,47,"208,508"
The Adventures of Tintin,2011,"Animation,Action,Adventure",7.3,107,77.59 ,68,"231,379"
Batman Begins,2005,"Action,Crime,Drama",8.2,140,206.85 ,70,"1,457,594"
Penguins of Madagascar,2014,"Animation,Adventure,Comedy",6.6,92,83.35 ,53,"91,354"
X-Men Origins: Wolverine,2009,"Action,Sci-Fi",6.5,107,179.88 ,40,"504,234"
The Golden Compass,2007,"Adventure,Family,Fantasy",6.1,113,70.11 ,51,"188,673"
Fifty Shades Freed,2018,"Drama,Romance,Thriller",4.5,105,100.41 ,31,"66,298"
Hitch,2005,"Comedy,Romance",6.6,118,179.50 ,58,"317,894"
Terminator Salvation,2009,"Action,Adventure,Sci-Fi",6.5,115,125.32 ,49,"362,224"
Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,124,176.65 ,66,"839,422"
Edge of Tomorrow,2014,"Action,Adventure,Sci-Fi",7.9,113,100.21 ,71,"673,554"
There's Something About Mary,1998,"Comedy,Romance",7.1,119,176.48 ,69,"311,720"
Gone Girl,2014,"Drama,Mystery,Thriller",8.1,149,167.77 ,79,"974,122"
The Fugitive,1993,"Action,Crime,Drama",7.8,130,183.88 ,87,"294,813"
Jurassic Park III,2001,"Action,Adventure,Sci-Fi",5.9,92,181.17 ,42,"322,559"
My Big Fat Greek Wedding,2002,"Comedy,Drama,Romance",6.6,95,241.44 ,62,"132,928"
Die Hard: With a Vengeance,1995,"Action,Adventure,Thriller",7.6,128,100.01 ,58,"387,025"
Shazam!,2019,"Action,Adventure,Comedy",7,132,140.37 ,71,"331,990"
The Nun,2018,"Horror,Mystery,Thriller",5.3,96,117.45 ,46,"140,749"
Alvin and the Chipmunks,2007,"Animation,Adventure,Comedy",5.2,92,217.33 ,39,"86,222"
Tenet,2020,"Action,Sci-Fi,Thriller",7.3,150,58.46 ,69,"494,126"
Notting Hill,1999,"Comedy,Drama,Romance",7.2,124,116.09 ,68,"310,305"
A Bug's Life,1998,"Animation,Adventure,Comedy",7.2,95,162.80 ,77,"292,638"
Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",6.2,98,113.75 ,47,"122,737"
Ocean's Twelve,2004,"Crime,Thriller",6.5,125,125.54 ,58,"389,868"
Planet of the Apes,2001,"Action,Adventure,Sci-Fi",5.7,119,180.01 ,50,"220,348"
The Hangover Part III,2013,"Comedy,Crime",5.8,100,112.20 ,30,"314,965"
The World Is Not Enough,1999,"Action,Adventure,Thriller",6.4,128,126.94 ,57,"201,317"
Zhuo yao ji 2,2018,"Adventure,Comedy,Fantasy",5.4,110,0.71 ,63,"1,777"
Fast & Furious,2009,"Action,Crime,Thriller",6.5,107,155.06 ,46,"287,198"
Noah,2014,"Action,Adventure,Drama",5.8,138,101.20 ,68,"255,465"
The Karate Kid,2010,"Action,Drama,Family",6.2,140,176.59 ,61,"183,996"
Home Alone 2: Lost in New York,1992,"Adventure,Comedy,Crime",6.8,120,173.59 ,46,"352,040"
Hotel Transylvania,2012,"Animation,Adventure,Comedy",7,91,148.31 ,47,"255,194"
Minority Report,2002,"Action,Crime,Mystery",7.7,145,132.07 ,80,"549,888"
Kimi no na wa.,2016,"Animation,Drama,Fantasy",8.4,106,5.02 ,79,"264,127"
Top Gun,1986,"Action,Drama",6.9,110,179.80 ,50,"430,656"
The Legend of Tarzan,2016,"Action,Adventure,Drama",6.2,110,126.64 ,44,"177,341"
American Beauty,1999,Drama,8.4,122,130.10 ,84,"1,148,186"
Sen to Chihiro no kamikakushi,2001,"Animation,Adventure,Family",8.6,125,10.06 ,96,"753,968"
Apollo 13,1995,"Adventure,Drama,History",7.7,140,173.84 ,77,"294,911"
Rain Man,1988,Drama,8,133,178.80 ,65,"512,762"
The Great Gatsby,2013,"Drama,Romance",7.2,143,144.84 ,55,"541,556"
Dumbo,2019,"Adventure,Family,Fantasy",6.3,112,114.77 ,51,"76,096"
"I, Robot",2004,"Action,Mystery,Sci-Fi",7.1,115,144.80 ,59,"538,880"
Basic Instinct,1992,"Drama,Mystery,Thriller",7,127,117.73 ,41,"200,383"
Murder on the Orient Express,2017,"Crime,Drama,Mystery",6.5,114,102.83 ,52,"256,936"
X: First Class,2011,"Action,Adventure,Sci-Fi",7.7,131,146.41 ,65,"690,853"
Angry Birds,2016,"Animation,Action,Adventure",6.3,97,107.51 ,43,"93,189"
GoldenEye,1995,"Action,Adventure,Thriller",7.2,130,106.60 ,65,"257,479"
Catch Me If You Can,2002,"Biography,Crime,Drama",8.1,141,164.62 ,75,"969,691"
Now You See Me,2013,"Crime,Mystery,Thriller",7.2,115,117.72 ,50,"656,647"
Hannibal,2001,"Crime,Drama,Thriller",6.8,131,165.09 ,57,"275,159"
The Mask,1994,"Action,Comedy,Crime",6.9,101,119.94 ,56,"384,946"
Peter Rabbit,2018,"Adventure,Comedy,Crime",6.6,95,115.25 ,51,"43,258"
Speed,1994,"Action,Adventure,Thriller",7.3,116,121.25 ,78,"363,407"
Dinosaur,2000,"Animation,Adventure,Drama",6.4,82,137.75 ,56,"61,274"
Mary Poppins Returns,2018,"Animation,Adventure,Comedy",6.7,130,171.96 ,66,"88,275"
Deep Impact,1998,"Action,Drama,Sci-Fi",6.2,120,140.46 ,40,"179,125"
The Lorax,2012,"Animation,Adventure,Comedy",6.4,86,214.03 ,46,"113,547"
The Maze Runner,2014,"Action,Mystery,Sci-Fi",6.8,113,102.43 ,57,"465,068"
The Smurfs 2,2013,"Animation,Adventure,Comedy",5.3,105,71.02 ,34,"42,457"
National Treasure,2004,"Action,Adventure,Mystery",6.9,131,173.01 ,39,"332,482"
Rush Hour 2,2001,"Action,Comedy,Crime",6.6,90,226.16 ,48,"220,002"
Trolls,2016,"Animation,Adventure,Comedy",6.4,92,153.71 ,55,"82,121"
xXx: Return of Xander Cage,2017,"Action,Adventure,Thriller",5.2,107,44.90 ,42,"92,468"
Pocahontas,1995,"Animation,Adventure,Drama",6.7,81,141.60 ,58,"187,513"
How the Grinch Stole Christmas,2000,"Comedy,Family,Fantasy",6.2,104,260.04 ,46,"245,026"
Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",7,122,158.85 ,68,"246,473"
Alvin and the Chipmunks: Chipwrecked,2011,"Animation,Adventure,Comedy",4.3,87,133.11 ,24,"35,773"
Wanted,2008,"Action,Crime,Thriller",6.7,110,134.51 ,64,"389,301"
The Flintstones,1994,"Comedy,Family,Fantasy",4.9,91,130.51 ,38,"81,670"
A Quiet Place,2018,"Drama,Horror,Sci-Fi",7.5,90,188.02 ,82,"522,995"
Enchanted,2007,"Animation,Adventure,Comedy",7.1,107,127.81 ,75,"199,265"
Over the Hedge,2006,"Animation,Adventure,Comedy",6.7,83,155.02 ,67,"175,604"
300: Rise of an Empire,2014,"Action,Drama",6.2,102,106.58 ,48,"301,454"
Batman Forever,1995,"Action,Adventure",5.4,121,184.03 ,51,"253,427"
Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.6,116,90.76 ,50,"290,140"
The Curious Case of Benjamin Button,2008,"Drama,Fantasy,Romance",7.8,166,127.51 ,70,"647,546"
Journey 2: The Mysterious Island,2012,"Action,Adventure,Comedy",5.7,94,103.86 ,41,"104,779"
The Rock,1996,"Action,Adventure,Thriller",7.4,136,134.07 ,58,"338,124"
The Great Wall,2016,"Action,Adventure,Fantasy",5.9,103,45.54 ,42,"136,347"
Now You See Me 2,2016,"Action,Adventure,Comedy",6.4,129,65.08 ,46,"288,770"
Fantastic Four,2005,"Action,Adventure,Fantasy",5.7,106,154.70 ,40,"330,331"
Indiana Jones and the Temple of Doom,1984,"Action,Adventure",7.5,118,179.87 ,57,"486,281"
Tomorrow Never Dies,1997,"Action,Adventure,Thriller",6.5,119,125.33 ,52,"195,105"
Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,108,118.50 ,57,"529,620"
The Good Dinosaur,2015,"Animation,Adventure,Comedy",6.7,93,123.09 ,66,"116,115"
Free Guy,2021,"Action,Adventure,Comedy",7.1,115,121.63 ,62,"362,859"
22 Jump Street,2014,"Action,Comedy,Crime",7,112,191.72 ,71,"376,664"
Meet the Parents,2000,"Comedy,Romance",7,108,166.24 ,73,"335,066"
Who Framed Roger Rabbit,1988,"Animation,Adventure,Comedy",7.7,104,156.45 ,83,"201,427"
Black Swan,2010,"Drama,Thriller",8,108,106.95 ,79,"761,933"
The Perfect Storm,2000,"Action,Adventure,Drama",6.4,130,182.62 ,59,"168,607"
Crocodile Dundee,1986,"Action,Adventure,Comedy",6.6,97,174.64 ,62,"105,852"
Se7en,1995,"Crime,Drama,Mystery",8.6,127,100.13 ,65,"1,632,302"
John Wick: Chapter 3 - Parabellum,2019,"Action,Crime,Thriller",7.4,130,171.02 ,73,"339,342"
The Devil Wears Prada,2006,"Comedy,Drama",6.9,109,124.74 ,62,"418,066"
Taken 3,2014,"Action,Crime,Thriller",6,108,89.26 ,26,"193,097"
The Hunchback of Notre Dame,1996,"Animation,Drama,Family",7,91,100.14 ,74,"157,987"
A Christmas Carol,2009,"Animation,Adventure,Comedy",6.8,96,137.86 ,55,"115,451"
The SpongeBob Movie: Sponge Out of Water,2015,"Animation,Adventure,Comedy",6,92,162.99 ,62,"55,845"
Schindler's List,1993,"Biography,Drama,History",9,195,96.90 ,94,"1,343,317"
Megamind,2010,"Animation,Action,Comedy",7.3,95,148.42 ,63,"260,991"
The Conjuring 2,2016,"Horror,Mystery,Thriller",7.3,134,102.47 ,65,"269,246"
Green Book,2018,"Biography,Comedy,Drama",8.2,130,85.08 ,69,"483,838"
Lethal Weapon 3,1992,"Action,Crime,Thriller",6.7,118,144.73 ,40,"168,977"
Robin Hood,2010,"Action,Adventure,Drama",6.6,140,105.27 ,53,"269,547"
Inglourious Basterds,2009,"Adventure,Drama,War",8.3,153,120.54 ,69,"1,431,553"
101 Dalmatians,1996,"Adventure,Comedy,Crime",5.7,103,136.19 ,49,"111,625"
The Conjuring,2013,"Horror,Mystery,Thriller",7.5,112,137.40 ,68,"504,495"
Fatal Attraction,1987,"Drama,Thriller",6.9,119,156.65 ,67,"87,159"
Sonic the Hedgehog,2020,"Action,Adventure,Comedy",6.5,99,148.97 ,47,"138,657"
The Last Airbender,2010,"Action,Adventure,Family",4,103,131.56 ,20,"164,006"
The Proposal,2009,"Comedy,Drama,Romance",6.7,108,163.96 ,48,"327,779"
A Beautiful Mind,2001,"Biography,Drama",8.2,135,170.74 ,72,"927,229"
Beverly Hills Cop,1984,"Action,Comedy,Crime",7.3,105,234.76 ,66,"184,195"
The Polar Express,2004,"Animation,Adventure,Comedy",6.6,100,183.37 ,61,"206,563"
Air Force One,1997,"Action,Drama,Thriller",6.5,124,172.96 ,61,"196,674"
The Expendables 2,2012,"Action,Adventure,Thriller",6.6,103,85.02 ,51,"307,649"
Chicken Little,2005,"Animation,Adventure,Comedy",5.7,81,135.39 ,48,"93,304"
As Good as It Gets,1997,"Comedy,Drama,Romance",7.7,139,148.48 ,67,"298,604"
Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,131,81.70 ,43,"250,276"
Resident Evil: The Final Chapter,2016,"Action,Horror,Sci-Fi",5.5,107,26.83 ,49,"94,579"
The Lego Batman Movie,2017,"Animation,Action,Adventure",7.3,104,175.75 ,75,"151,600"
Austin Powers: The Spy Who Shagged Me,1999,"Action,Adventure,Comedy",6.6,95,206.04 ,59,"234,000"
Knives Out,2019,"Comedy,Crime,Drama",7.9,130,165.36 ,82,"615,567"
Ocean's Thirteen,2007,"Crime,Thriller",6.9,122,117.15 ,62,"346,822"
Little Fockers,2010,"Comedy,Romance",5.5,98,148.38 ,27,"113,255"
Bolt,2008,"Animation,Adventure,Comedy",6.8,96,114.05 ,67,"211,167"
Ransom,1996,"Action,Crime,Thriller",6.7,121,136.49 ,60,"128,875"
Runaway Bride,1999,"Comedy,Romance",5.6,116,152.26 ,39,"99,145"
The Blind Side,2009,"Biography,Drama,Sport",7.6,129,255.96 ,53,"331,405"
The Fault in Our Stars,2014,"Drama,Romance",7.7,126,124.87 ,69,"376,156"
The Pursuit of Happyness,2006,"Biography,Drama",8,117,163.57 ,64,"508,647"
Rise of the Guardians,2012,"Animation,Action,Adventure",7.2,97,103.41 ,58,"175,301"
Close Encounters of the Third Kind,1977,"Drama,Sci-Fi",7.6,138,132.09 ,90,"202,076"
Chicago,2002,"Comedy,Crime,Musical",7.2,113,170.69 ,81,"230,581"
Annabelle: Creation,2017,"Horror,Mystery,Thriller",6.5,109,102.09 ,62,"134,439"
Wonder,2017,"Drama,Family",7.9,113,132.42 ,66,"164,180"
Skyscraper,2018,"Action,Adventure,Thriller",5.8,102,68.42 ,51,"122,609"
A Good Day to Die Hard,2013,"Action,Thriller",5.2,98,67.35 ,28,"207,598"
Mulan,1998,"Animation,Adventure,Comedy",7.6,88,120.62 ,71,"287,151"
Passengers,2016,"Drama,Romance,Sci-Fi",7,116,100.01 ,41,"403,041"
Battleship,2012,"Action,Adventure,Sci-Fi",5.8,131,65.42 ,41,"248,603"
Liar Liar,1997,"Comedy,Fantasy",6.9,86,181.41 ,70,"308,906"
G.I. Joe: The Rise of Cobra,2009,"Action,Adventure,Sci-Fi",5.7,118,152.27 ,32,"209,106"
Wrath of the Titans,2012,"Action,Adventure,Fantasy",5.7,99,83.67 ,37,"189,683"
4: Rise of the Silver Surfer,2007,"Action,Adventure,Fantasy",5.6,92,131.92 ,45,"266,221"
Hook,1991,"Adventure,Comedy,Family",6.8,142,119.65 ,52,"254,358"
Superman,1978,"Action,Adventure,Sci-Fi",7.4,143,134.22 ,81,"175,192"
Rocky IV,1985,"Drama,Sport",6.8,91,127.87 ,40,"205,435"
Rambo: First Blood Part II,1985,"Action,Adventure,Thriller",6.5,96,150.42 ,47,"169,431"
Resident Evil: Afterlife,2010,"Action,Horror,Sci-Fi",5.8,96,60.13 ,37,"172,283"
Van Helsing,2004,"Action,Adventure,Fantasy",6,131,120.18 ,35,"266,768"
Stuart Little,1999,"Adventure,Comedy,Family",6,84,140.04 ,61,"135,978"
Beverly Hills Cop II,1987,"Action,Comedy,Crime",6.5,100,153.67 ,48,"120,332"
Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",6.2,113,77.04 ,34,"109,186"
My Best Friend's Wedding,1997,"Comedy,Drama,Romance",6.3,105,127.12 ,50,"143,189"
Real Steel,2011,"Action,Drama,Sci-Fi",7,127,85.47 ,56,"328,702"
Horton Hears a Who!,2008,"Animation,Adventure,Comedy",6.8,86,154.53 ,71,"141,085"
Ocean's Eight,2018,"Action,Comedy,Crime",6.3,110,140.22 ,61,"218,534"
A Quiet Place Part II,2020,"Drama,Horror,Sci-Fi",7.2,97,160.07 ,71,"223,480"
Insurgent,2015,"Action,Adventure,Sci-Fi",6.2,119,130.18 ,42,"238,065"
Look Who's Talking,1989,Comedy,5.9,93,140.09 ,51,"82,968"
Austin Powers in Goldmember,2002,"Action,Adventure,Comedy",6.2,94,213.31 ,62,"210,682"
Ghostbusters,1984,"Action,Comedy,Fantasy",7.8,105,238.63 ,71,"412,928"
Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Family",6.7,127,87.24 ,57,"172,848"
X-Men,2000,"Action,Adventure,Sci-Fi",7.3,104,157.30 ,64,"614,160"
Ferdinand,2017,"Animation,Adventure,Comedy",6.7,108,84.41 ,58,"57,639"
Shutter Island,2010,"Mystery,Thriller",8.2,138,128.01 ,63,"1,296,006"
Doctor Dolittle,1998,"Comedy,Family,Fantasy",5.4,85,144.16 ,46,"97,557"
Bee Movie,2007,"Animation,Adventure,Comedy",6.1,91,126.63 ,54,"162,611"
Salt,2010,"Action,Thriller",6.4,100,118.31 ,65,"314,928"
G-Force,2009,"Animation,Action,Adventure",5.1,88,119.44 ,41,"46,938"
The Departed,2006,"Crime,Drama,Thriller",8.5,151,132.38 ,85,"1,313,456"
What Lies Beneath,2000,"Drama,Horror,Mystery",6.6,130,155.46 ,51,"127,055"
Pacific Rim: Uprising,2018,"Action,Adventure,Fantasy",5.6,111,59.87 ,44,"117,714"
The Bourne Supremacy,2004,"Action,Mystery,Thriller",7.7,108,176.24 ,73,"463,217"
Sex and the City 2,2010,"Comedy,Drama,Romance",4.5,146,95.35 ,27,"80,235"
Shakespeare in Love,1998,"Comedy,Drama,History",7.1,123,100.32 ,87,"225,403"
Divergent,2014,"Action,Adventure,Mystery",6.6,139,150.95 ,48,"459,513"
Coming to America,1988,"Comedy,Romance",7.1,117,128.15 ,47,"208,012"
Wedding Crashers,2005,"Comedy,Romance",7,119,209.22 ,64,"355,945"
Bridesmaids,2011,"Comedy,Romance",6.8,125,169.11 ,75,"292,230"
Maze Runner: The Death Cure,2018,"Action,Adventure,Sci-Fi",6.2,143,58.03 ,50,"139,779"
Casper,1995,"Comedy,Family,Fantasy",6.1,100,100.33 ,49,"134,656"
American Pie 2,2001,Comedy,6.4,108,145.10 ,43,"256,365"
Pitch Perfect 2,2015,"Comedy,Music",6.4,115,184.30 ,63,"157,663"
The Green Mile,1999,"Crime,Drama,Fantasy",8.6,189,136.80 ,61,"1,287,659"
Oblivion,2013,"Action,Adventure,Sci-Fi",7,124,89.02 ,54,"523,275"
Elysium,2013,"Action,Drama,Sci-Fi",6.6,109,93.05 ,61,"447,585"
Lethal Weapon 4,1998,"Action,Crime,Thriller",6.6,127,130.44 ,37,"163,828"
John Carter,2012,"Action,Adventure,Sci-Fi",6.6,132,73.08 ,51,"273,135"
Turbo,2013,"Animation,Adventure,Comedy",6.4,96,83.03 ,58,"98,006"
Paddington,2014,"Adventure,Comedy,Family",7.3,95,76.27 ,77,"116,693"
Bridget Jones's Diary,2001,"Comedy,Drama,Romance",6.7,97,71.54 ,66,"244,375"
The Tourist,2010,"Action,Thriller",6,103,67.63 ,37,"243,761"
Split,X2016,"Horror,Thriller",7.3,117,138.29 ,62,"492,904"
Scary Movie,2000,Comedy,6.2,88,157.02 ,48,"261,175"
xXx,2002,"Action,Adventure,Thriller",5.8,124,142.11 ,48,"180,412"
The Bourne Legacy,2012,"Action,Adventure,Thriller",6.6,135,113.20 ,61,"302,627"
Mr. Peabody & Sherman,2014,"Animation,Adventure,Comedy",6.8,92,111.51 ,59,"70,857"
Scooby-Doo,2002,"Adventure,Comedy,Family",5.2,89,153.29 ,35,"113,526"
Lincoln,2012,"Biography,Drama,History",7.3,150,182.21 ,86,"260,834"
Lara Croft: Tomb Raider,2001,"Action,Adventure,Fantasy",5.7,100,131.14 ,33,"209,775"
Tomb Raider,2018,"Action,Adventure,Fantasy",6.3,119,58.25 ,48,"214,377"
The Expendables,2010,"Action,Adventure,Thriller",6.4,103,103.07 ,45,"345,745"
Cloudy with a Chance of Meatballs 2,2013,"Animation,Adventure,Comedy",6.3,95,119.79 ,59,"103,707"
The Nutty Professor,1996,"Comedy,Romance,Sci-Fi",5.7,95,128.81 ,62,"117,590"
Jerry Maguire,1996,"Comedy,Drama,Romance",7.3,139,153.95 ,77,"266,680"
Bad Boys II,2003,"Action,Comedy,Crime",6.6,147,138.61 ,38,"251,049"
Lilo & Stitch,2002,"Animation,Adventure,Comedy",7.3,85,145.79 ,73,"190,832"
The Silence of the Lambs,1991,"Crime,Drama,Thriller",8.6,118,130.74 ,85,"1,417,393"
Grown Ups,2010,Comedy,5.9,102,162.00 ,30,"252,573"
Neighbors,2014,Comedy,6.3,97,150.16 ,68,"310,752"
The Firm,1993,"Drama,Mystery,Thriller",6.8,154,158.35 ,58,"135,417"
We're the Millers,2013,"Comedy,Crime",7,110,150.39 ,44,"448,471"
Gran Torino,2008,Drama,8.1,116,148.10 ,72,"772,591"
"10,000 BC",2008,"Action,Adventure,Drama",5.1,109,94.78 ,34,"131,624"
American Gangster,2007,"Biography,Crime,Drama",7.8,157,130.16 ,76,"425,928"
Epic,2013,"Animation,Action,Adventure",6.6,102,107.52 ,52,"105,754"
Exodus: Gods and Kings,2014,"Action,Adventure,Drama",6,150,65.01 ,52,"169,312"
Bambi,1942,"Animation,Adventure,Drama",7.3,69,102.80 ,91,"143,403"
The Princess and the Frog,2009,"Animation,Adventure,Comedy",7.1,97,104.40 ,73,"145,087"
Batman Returns,1992,"Action,Crime,Fantasy",7.1,126,162.83 ,68,"304,870"
Indecent Proposal,1993,"Drama,Romance",6,117,106.61 ,35,"71,950"
Something's Gotta Give,2003,"Comedy,Drama,Romance",6.7,128,124.73 ,66,"122,541"
Bridget Jones: The Edge of Reason,2004,"Comedy,Drama,Romance",6,108,40.23 ,44,"114,485"
The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",6.6,112,134.52 ,61,"490,726"
Waterworld,1995,"Action,Adventure,Sci-Fi",6.2,135,88.25 ,56,"196,867"
The Truman Show,1998,"Comedy,Drama",8.2,103,125.62 ,90,"1,067,682"
Charlie's Angels,2000,"Action,Adventure,Comedy",5.6,98,125.31 ,52,"187,745"
The Fifth Element,1997,"Action,Adventure,Sci-Fi",7.6,126,63.54 ,52,"472,447"
Gisaengchung,2019,"Drama,Thriller",8.5,132,53.37 ,96,"783,071"
Jumanji,1995,"Adventure,Comedy,Family",7,104,100.48 ,39,"344,655"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,7.3,84,128.51 ,89,"408,397"
Robots,2005,"Animation,Adventure,Comedy",6.4,91,128.20 ,64,"147,947"
Knight and Day,2010,"Action,Adventure,Comedy",6.3,109,76.42 ,46,"196,876"
Total Recall,1990,"Action,Adventure,Sci-Fi",7.5,113,119.39 ,57,"330,462"
This Is It,2009,"Documentary,Drama,Music",7.2,111,72.09 ,67,"40,625"
Terminator: Dark Fate,2019,"Action,Adventure,Sci-Fi",6.2,128,62.25 ,54,"177,281"
The Lone Ranger,2013,"Action,Adventure,Western",6.4,150,89.30 ,37,"235,219"
Super 8,2011,"Action,Mystery,Sci-Fi",7,112,127.00 ,72,"354,633"
Xun long jue,2015,"Action,Adventure,Drama",5.9,127,1.24 ,48,"3,992"
Blade Runner 2049,2017,"Action,Drama,Mystery",8,164,92.05 ,81,"563,289"
